id,text,label,label_id,split,source
344,How quickly can the leaf problem progress on a cherry tree?,general,4,train,synthetic_llm_assisted
345,How does a grapevine become affected by the leaf problem?,cause,1,test,synthetic_llm_assisted
346,How does the issue shown in the image usually appear on a tomato plant?,symptoms,0,train,synthetic_llm_assisted
347,How should I water my strawberry plant to prevent this condition?,prevention,3,train,synthetic_llm_assisted
348,Can I still harvest from a citrus tree with the leaf problem?,general,4,train,synthetic_llm_assisted
349,How should I water my pepper plant to prevent the diagnosed problem?,prevention,3,test,synthetic_llm_assisted
350,Can the issue shown in the image kill my plant?,general,4,train,synthetic_llm_assisted
351,Can a plant recover from the leaf problem?,treatment,2,train,synthetic_llm_assisted
352,What preventive steps protect a peach tree from the issue shown in the image?,prevention,3,train,synthetic_llm_assisted
353,How can I tell whether my strawberry plant has this condition?,symptoms,0,test,synthetic_llm_assisted
354,Why are these spots appearing on my grapevine?,cause,1,train,synthetic_llm_assisted
355,How does a squash plant become affected by this plant disease?,cause,1,train,synthetic_llm_assisted
356,Can I still harvest from a peach tree with the leaf problem?,general,4,train,synthetic_llm_assisted
357,How serious is the issue shown in the image for a pepper plant?,general,4,train,synthetic_llm_assisted
358,How serious is the issue shown in the image for a citrus tree?,general,4,train,synthetic_llm_assisted
359,How can I recognize the leaf problem on my apple tree?,symptoms,0,validation,synthetic_llm_assisted
360,Should I change how I water a tomato plant with the diagnosed problem?,treatment,2,train,synthetic_llm_assisted
361,Can this plant disease kill my peach tree?,general,4,train,synthetic_llm_assisted
362,What preventive steps protect a apple tree from the leaf problem?,prevention,3,train,synthetic_llm_assisted
363,What preventive steps protect a plant from this plant disease?,prevention,3,train,synthetic_llm_assisted
364,Can wet weather cause the leaf problem on a corn plant?,cause,1,validation,synthetic_llm_assisted
365,What does an infected pepper plant look like?,symptoms,0,train,synthetic_llm_assisted
366,What preventive steps protect a plant from the issue shown in the image?,prevention,3,train,synthetic_llm_assisted
367,How can I tell whether my corn plant has this plant disease?,symptoms,0,train,synthetic_llm_assisted
368,Why did my citrus tree develop the issue shown in the image?,cause,1,train,synthetic_llm_assisted
369,How should I water my corn plant to prevent the issue shown in the image?,prevention,3,train,synthetic_llm_assisted
370,How quickly can the infection progress on a potato plant?,general,4,train,synthetic_llm_assisted
371,Can the leaf problem kill my peach tree?,general,4,train,synthetic_llm_assisted
372,How can I tell whether my strawberry plant has the infection?,symptoms,0,test,synthetic_llm_assisted
373,How quickly can this plant disease progress on a squash plant?,general,4,train,synthetic_llm_assisted
374,How can I recognize the issue shown in the image on my strawberry plant?,symptoms,0,train,synthetic_llm_assisted
375,What can I do to keep my citrus tree healthy?,prevention,3,train,synthetic_llm_assisted
376,How serious is the infection for a squash plant?,general,4,test,synthetic_llm_assisted
377,Is my cherry tree safe to keep near healthy plants?,general,4,train,synthetic_llm_assisted
378,Can a apple tree recover from this condition?,treatment,2,train,synthetic_llm_assisted
379,Can better airflow reduce the risk of the infection?,prevention,3,train,synthetic_llm_assisted
380,What preventive steps protect a tomato plant from this disease?,prevention,3,train,synthetic_llm_assisted
381,What is the safest way to manage the leaf problem?,treatment,2,train,synthetic_llm_assisted
382,Do I need to isolate my apple tree after this diagnosis?,treatment,2,validation,synthetic_llm_assisted
383,Should I change how I water a apple tree with the issue shown in the image?,treatment,2,train,synthetic_llm_assisted
384,Should I remove affected leaves from my citrus tree?,treatment,2,train,synthetic_llm_assisted
385,Why did my tomato plant develop the leaf problem?,cause,1,train,synthetic_llm_assisted
386,How can I recognize the leaf problem on my strawberry plant?,symptoms,0,validation,synthetic_llm_assisted
387,Should I change how I water a pepper plant with the infection?,treatment,2,validation,synthetic_llm_assisted
388,How can I recognize the diagnosed problem on my cherry tree?,symptoms,0,train,synthetic_llm_assisted
389,Should I remove affected leaves from my tomato plant?,treatment,2,train,synthetic_llm_assisted
390,How does the infection usually appear on a plant?,symptoms,0,train,synthetic_llm_assisted
391,Can the infection kill my grapevine?,general,4,train,synthetic_llm_assisted
392,Should I change how I water a apple tree with this plant disease?,treatment,2,train,synthetic_llm_assisted
393,What symptoms should I look for on my peach tree?,symptoms,0,train,synthetic_llm_assisted
394,How does a plant become affected by this disease?,cause,1,train,synthetic_llm_assisted
395,What preventive steps protect a grapevine from the leaf problem?,prevention,3,train,synthetic_llm_assisted
396,What is the safest way to manage this plant disease?,treatment,2,train,synthetic_llm_assisted
397,Can a cherry tree recover from this disease?,treatment,2,validation,synthetic_llm_assisted
398,Can wet weather cause the issue shown in the image on a citrus tree?,cause,1,train,synthetic_llm_assisted
399,What preventive steps protect a peach tree from this plant disease?,prevention,3,train,synthetic_llm_assisted
400,What can I do immediately after seeing this plant disease?,treatment,2,train,synthetic_llm_assisted
401,Why did my peach tree develop the leaf problem?,cause,1,train,synthetic_llm_assisted
402,How can I recognize this plant disease on my grapevine?,symptoms,0,train,synthetic_llm_assisted
403,How can I recognize the diagnosed problem on my pepper plant?,symptoms,0,train,synthetic_llm_assisted
404,Can I still harvest from a strawberry plant with the issue shown in the image?,general,4,test,synthetic_llm_assisted
405,What does the confidence score mean for this citrus tree diagnosis?,general,4,train,synthetic_llm_assisted
406,How can I stop the issue shown in the image from getting worse?,treatment,2,train,synthetic_llm_assisted
407,Can the infection kill my apple tree?,general,4,train,synthetic_llm_assisted
408,What early warning signs should I check for on my cherry tree?,symptoms,0,train,synthetic_llm_assisted
409,Why did my tomato plant develop the diagnosed problem?,cause,1,train,synthetic_llm_assisted
410,"Is the infection caused by a fungus, bacterium, virus, or pest?",cause,1,train,synthetic_llm_assisted
411,What environmental conditions encourage this plant disease?,cause,1,validation,synthetic_llm_assisted
412,What preventive steps protect a apple tree from the diagnosed problem?,prevention,3,validation,synthetic_llm_assisted
413,How does this plant disease usually appear on a grapevine?,symptoms,0,train,synthetic_llm_assisted
414,How should I water my corn plant to prevent the infection?,prevention,3,validation,synthetic_llm_assisted
415,How does a strawberry plant become affected by the issue shown in the image?,cause,1,train,synthetic_llm_assisted
416,How does a corn plant become affected by the infection?,cause,1,validation,synthetic_llm_assisted
417,Why are these spots appearing on my citrus tree?,cause,1,validation,synthetic_llm_assisted
418,How serious is this plant disease for a grapevine?,general,4,train,synthetic_llm_assisted
419,How can I tell whether my grapevine has this plant disease?,symptoms,0,train,synthetic_llm_assisted
420,How should I water my grapevine to prevent the infection?,prevention,3,train,synthetic_llm_assisted
421,Can a citrus tree recover from the infection?,treatment,2,train,synthetic_llm_assisted
422,Can wet weather cause the leaf problem on a cherry tree?,cause,1,train,synthetic_llm_assisted
423,How can I tell whether my squash plant has the infection?,symptoms,0,validation,synthetic_llm_assisted
424,How does a cherry tree become affected by this plant disease?,cause,1,test,synthetic_llm_assisted
425,What preventive steps protect a potato plant from the leaf problem?,prevention,3,train,synthetic_llm_assisted
426,Should I remove affected leaves from my pepper plant?,treatment,2,train,synthetic_llm_assisted
427,What can I do immediately after seeing the issue shown in the image?,treatment,2,train,synthetic_llm_assisted
428,What preventive steps protect a strawberry plant from the infection?,prevention,3,train,synthetic_llm_assisted
429,How quickly can the issue shown in the image progress on a grapevine?,general,4,test,synthetic_llm_assisted
430,What preventive steps protect a peach tree from the leaf problem?,prevention,3,train,synthetic_llm_assisted
431,Why did my squash plant develop the infection?,cause,1,test,synthetic_llm_assisted
432,How does this disease usually appear on a apple tree?,symptoms,0,train,synthetic_llm_assisted
433,Should I change how I water a strawberry plant with the issue shown in the image?,treatment,2,train,synthetic_llm_assisted
434,Can wet weather cause the issue shown in the image on a strawberry plant?,cause,1,train,synthetic_llm_assisted
435,How can I tell whether my apple tree has this plant disease?,symptoms,0,train,synthetic_llm_assisted
436,Can a grapevine recover from this condition?,treatment,2,train,synthetic_llm_assisted
437,How quickly can the issue shown in the image progress on a strawberry plant?,general,4,train,synthetic_llm_assisted
438,How quickly can this condition progress on a squash plant?,general,4,test,synthetic_llm_assisted
439,Can the issue shown in the image kill my tomato plant?,general,4,train,synthetic_llm_assisted
440,Should I change how I water a corn plant with this plant disease?,treatment,2,train,synthetic_llm_assisted
441,Can I still harvest from a plant with this plant disease?,general,4,train,synthetic_llm_assisted
442,What preventive steps protect a tomato plant from this plant disease?,prevention,3,train,synthetic_llm_assisted
443,Should I change how I water a strawberry plant with the diagnosed problem?,treatment,2,train,synthetic_llm_assisted
444,Do I need to isolate my citrus tree after this diagnosis?,treatment,2,train,synthetic_llm_assisted
445,What preventive steps protect a citrus tree from the diagnosed problem?,prevention,3,train,synthetic_llm_assisted
446,What actions are recommended after a diagnosis of the diagnosed problem?,treatment,2,train,synthetic_llm_assisted
447,How serious is this disease for a tomato plant?,general,4,train,synthetic_llm_assisted
448,How can I recognize the leaf problem on my tomato plant?,symptoms,0,train,synthetic_llm_assisted
449,What preventive steps protect a squash plant from this disease?,prevention,3,validation,synthetic_llm_assisted
450,Are spots or discoloration common with the leaf problem?,symptoms,0,test,synthetic_llm_assisted
451,How should I water my cherry tree to prevent this condition?,prevention,3,train,synthetic_llm_assisted
452,How should I water my peach tree to prevent this condition?,prevention,3,train,synthetic_llm_assisted
453,Can I still harvest from a cherry tree with the diagnosed problem?,general,4,train,synthetic_llm_assisted
454,How can I tell whether my tomato plant has this plant disease?,symptoms,0,train,synthetic_llm_assisted
455,How can I recognize this plant disease on my citrus tree?,symptoms,0,validation,synthetic_llm_assisted
456,Can I still harvest from a plant with the diagnosed problem?,general,4,train,synthetic_llm_assisted
457,How can I tell whether my potato plant has the leaf problem?,symptoms,0,train,synthetic_llm_assisted
458,How should I water my tomato plant to prevent the infection?,prevention,3,train,synthetic_llm_assisted
459,Can a grapevine recover from this plant disease?,treatment,2,train,synthetic_llm_assisted
460,What preventive steps protect a corn plant from this plant disease?,prevention,3,test,synthetic_llm_assisted
461,Could contaminated tools have caused the infection?,cause,1,train,synthetic_llm_assisted
462,How should I water my corn plant to prevent the leaf problem?,prevention,3,train,synthetic_llm_assisted
463,How does a grapevine become affected by this plant disease?,cause,1,train,synthetic_llm_assisted
464,Why did my strawberry plant develop this plant disease?,cause,1,validation,synthetic_llm_assisted
465,How does the diagnosed problem usually appear on a strawberry plant?,symptoms,0,test,synthetic_llm_assisted
466,Why did my strawberry plant develop this condition?,cause,1,train,synthetic_llm_assisted
467,How should I treat this condition?,treatment,2,train,synthetic_llm_assisted
468,Should I change how I water a squash plant with this condition?,treatment,2,train,synthetic_llm_assisted
469,Why did my strawberry plant develop the leaf problem?,cause,1,train,synthetic_llm_assisted
470,How does a pepper plant become affected by the diagnosed problem?,cause,1,train,synthetic_llm_assisted
471,Should I change how I water a peach tree with this plant disease?,treatment,2,train,synthetic_llm_assisted
472,Should I remove fallen leaves to prevent the diagnosed problem?,prevention,3,train,synthetic_llm_assisted
473,How does this plant disease usually appear on a tomato plant?,symptoms,0,train,synthetic_llm_assisted
474,How can I tell whether my corn plant has the issue shown in the image?,symptoms,0,train,synthetic_llm_assisted
475,Can better airflow reduce the risk of the leaf problem?,prevention,3,train,synthetic_llm_assisted
476,What sanitation practices help prevent the diagnosed problem?,prevention,3,train,synthetic_llm_assisted
477,How can I tell whether my cherry tree has the leaf problem?,symptoms,0,train,synthetic_llm_assisted
478,How does this condition usually appear on a pepper plant?,symptoms,0,test,synthetic_llm_assisted
479,Should I change how I water a plant with this condition?,treatment,2,train,synthetic_llm_assisted
480,Can I still harvest from a strawberry plant with the diagnosed problem?,general,4,test,synthetic_llm_assisted
481,Can a citrus tree recover from this plant disease?,treatment,2,train,synthetic_llm_assisted
482,How can I tell whether my citrus tree has this plant disease?,symptoms,0,train,synthetic_llm_assisted
483,Should I get a professional diagnosis for my pepper plant?,general,4,validation,synthetic_llm_assisted
484,How quickly can this disease progress on a grapevine?,general,4,validation,synthetic_llm_assisted
485,How can I recognize the leaf problem on my grapevine?,symptoms,0,train,synthetic_llm_assisted
486,What causes the diagnosed problem?,cause,1,test,synthetic_llm_assisted
487,What organism is responsible for this plant disease?,cause,1,train,synthetic_llm_assisted
488,Can the issue shown in the image kill my corn plant?,general,4,train,synthetic_llm_assisted
489,Why did my plant develop the diagnosed problem?,cause,1,test,synthetic_llm_assisted
490,What preventive steps protect a cherry tree from this disease?,prevention,3,train,synthetic_llm_assisted
491,What preventive steps protect a peach tree from the infection?,prevention,3,train,synthetic_llm_assisted
492,Why did my citrus tree develop the leaf problem?,cause,1,train,synthetic_llm_assisted
493,How does the diagnosed problem usually appear on a tomato plant?,symptoms,0,train,synthetic_llm_assisted
494,How can I tell whether my cherry tree has the diagnosed problem?,symptoms,0,train,synthetic_llm_assisted
495,Why did my potato plant develop this disease?,cause,1,train,synthetic_llm_assisted
496,How can I prevent this plant disease in the future?,prevention,3,test,synthetic_llm_assisted
497,Can this condition kill my strawberry plant?,general,4,train,synthetic_llm_assisted
498,How should I water my peach tree to prevent the infection?,prevention,3,train,synthetic_llm_assisted
499,Can the issue shown in the image kill my squash plant?,general,4,train,synthetic_llm_assisted
500,What preventive steps protect a tomato plant from this condition?,prevention,3,train,synthetic_llm_assisted
501,What are the symptoms,symptoms,0,train,manual_short_question_v1
502,What are the signs,symptoms,0,train,manual_short_question_v1
503,What should I look for,symptoms,0,train,manual_short_question_v1
504,How can I recognize it,symptoms,0,train,manual_short_question_v1
505,How do I know if it has this disease,symptoms,0,train,manual_short_question_v1
506,What does this disease look like,symptoms,0,train,manual_short_question_v1
507,What signs appear on the leaves,symptoms,0,train,manual_short_question_v1
508,How can I identify it,symptoms,0,validation,manual_short_question_v1
509,What visible signs should I check,symptoms,0,test,manual_short_question_v1
510,How does it usually look,symptoms,0,test,manual_short_question_v1
511,What causes it,cause,1,train,manual_short_question_v1
512,Why did this happen,cause,1,train,manual_short_question_v1
513,Why is my plant like this,cause,1,train,manual_short_question_v1
514,What is the reason,cause,1,train,manual_short_question_v1
515,What caused this disease,cause,1,train,manual_short_question_v1
516,Why are the leaves damaged,cause,1,train,manual_short_question_v1
517,Where does this problem come from,cause,1,train,manual_short_question_v1
518,What is behind this condition,cause,1,validation,manual_short_question_v1
519,Why is this happening to my plant,cause,1,test,manual_short_question_v1
520,What may have caused it,cause,1,test,manual_short_question_v1
521,How can I treat it,treatment,2,train,manual_short_question_v1
522,How do I treat it,treatment,2,train,manual_short_question_v1
523,What should I do,treatment,2,train,manual_short_question_v1
524,What should I do now,treatment,2,train,manual_short_question_v1
525,How can I fix it,treatment,2,train,manual_short_question_v1
526,Can I save the plant,treatment,2,train,manual_short_question_v1
527,What actions should I take,treatment,2,train,manual_short_question_v1
528,How do I cure it,treatment,2,train,manual_short_question_v1
529,What is the best treatment,treatment,2,validation,manual_short_question_v1
530,How should I deal with it,treatment,2,test,manual_short_question_v1
531,How can I prevent it,prevention,3,train,manual_short_question_v1
532,How do I prevent it,prevention,3,train,manual_short_question_v1
533,How can I avoid it next time,prevention,3,train,manual_short_question_v1
534,How do I stop it from happening again,prevention,3,train,manual_short_question_v1
535,What can I do to prevent this,prevention,3,train,manual_short_question_v1
536,How can I protect my plant,prevention,3,train,manual_short_question_v1
537,How do I keep this from spreading,prevention,3,train,manual_short_question_v1
538,How can I reduce the risk,prevention,3,validation,manual_short_question_v1
539,What prevention steps should I take,prevention,3,test,manual_short_question_v1
540,How can I stop this next time,prevention,3,test,manual_short_question_v1
541,What is wrong with it,general,4,train,manual_short_question_v1
542,What is the diagnosis,general,4,train,manual_short_question_v1
543,Is my plant healthy,general,4,train,manual_short_question_v1
544,Can you summarize the result,general,4,train,manual_short_question_v1
545,What does the prediction mean,general,4,train,manual_short_question_v1
546,What condition does it have,general,4,train,manual_short_question_v1
547,What did the model find,general,4,train,manual_short_question_v1
548,Can you explain the result,general,4,validation,manual_short_question_v1
549,What is happening to my plant,general,4,test,manual_short_question_v1
550,Tell me about this result,general,4,test,manual_short_question_v1
